CARD_NO,MEMBER_NO,CARD_CODE,CARD_PASSWORD,VALID_DATE,CVC_NO,,
1111-1111-1111-4927,Z7714297011ST,,,,,,
1111-1111-1111-4928,Z7714299711ST,,,,,,
1111-1111-1111-4929,Z7724214931ST,,,,,,
1111-1111-1111-4930,Z7724219701ST,,,,,,
1111-1111-1111-4931,Z7724221851ST,,,,,,
1111-1111-1111-4932,Z7724225381ST,,,,,,
1111-1111-1111-4933,Z7724225961ST,,,,,,
1111-1111-1111-4934,Z7724234031ST,,,,,,
1111-1111-1111-4935,Z7724238691ST,,,,,,
1111-1111-1111-4936,Z7724243771ST,,,,,,
1111-1111-1111-4937,Z7724258751ST,,,,,,
1111-1111-1111-4938,Z7724261351ST,,,,,,
1111-1111-1111-4939,Z7724266621ST,,,,,,
1111-1111-1111-4940,Z7724270471ST,,,,,,
1111-1111-1111-4941,Z7724270661ST,,,,,,
1111-1111-1111-4942,Z7724272351ST,,,,,,
1111-1111-1111-4943,Z7724275381ST,,,,,,
1111-1111-1111-4944,Z7724281811ST,,,,,,
1111-1111-1111-4945,Z7724283051ST,,,,,,
1111-1111-1111-4946,Z7724284861ST,,,,,,
1111-1111-1111-4947,Z7724285821ST,,,,,,
1111-1111-1111-4948,Z7724286951ST,,,,,,
1111-1111-1111-4949,Z7724287011ST,,,,,,
1111-1111-1111-4950,Z7724289871ST,,,,,,
1111-1111-1111-4951,Z7724297841ST,,,,,,
1111-1111-1111-4952,Z7724298951ST,,,,,,
1111-1111-1111-4953,Z7733252601ST,,,,,,
1111-1111-1111-4954,Z7734214361ST,,,,,,
1111-1111-1111-4955,Z7734295541ST,,,,,,
1111-1111-1111-4956,Z7743220691ST,,,,,,
1111-1111-1111-4957,Z7743221221ST,,,,,,
1111-1111-1111-4958,Z7743221871ST,,,,,,
1111-1111-1111-4959,Z7743292081ST,,,,,,
1111-1111-1111-4960,Z7744214551ST,,,,,,
1111-1111-1111-4961,Z7744233631ST,,,,,,
1111-1111-1111-4962,Z7744245451ST,,,,,,
1111-1111-1111-4963,Z7744248871ST,,,,,,
1111-1111-1111-4964,Z7744277341ST,,,,,,
1111-1111-1111-4965,Z7744281681ST,,,,,,
1111-1111-1111-4966,Z7744295761ST,,,,,,
1111-1111-1111-4967,Z7753282401ST,,,,,,
1111-1111-1111-4968,Z7763278671ST,,,,,,
1111-1111-1111-4969,Z7763278991ST,,,,,,
1111-1111-1111-4970,Z7814235991ST,,,,,,
1111-1111-1111-4971,Z7814239721ST,,,,,,
1111-1111-1111-4972,Z7814272301ST,,,,,,
1111-1111-1111-4973,Z7814281831ST,,,,,,
1111-1111-1111-4974,Z7814282291ST,,,,,,
1111-1111-1111-4975,Z7814291661ST,,,,,,
1111-1111-1111-4976,Z7824211391ST,,,,,,
1111-1111-1111-4977,Z7824220061ST,,,,,,
1111-1111-1111-4978,Z7824227531ST,,,,,,
1111-1111-1111-4979,Z7824230131ST,,,,,,
1111-1111-1111-4980,Z7824240141ST,,,,,,
1111-1111-1111-4981,Z7824241221ST,,,,,,
1111-1111-1111-4982,Z7824242101ST,,,,,,
1111-1111-1111-4983,Z7824246281ST,,,,,,
1111-1111-1111-4984,Z7824270131ST,,,,,,
1111-1111-1111-4985,Z7824277291ST,,,,,,
1111-1111-1111-4986,Z7824277501ST,,,,,,
1111-1111-1111-4987,Z7824281451ST,,,,,,
1111-1111-1111-4988,Z7824283381ST,,,,,,
1111-1111-1111-4989,Z7824285591ST,,,,,,
1111-1111-1111-4990,Z7824297761ST,,,,,,
1111-1111-1111-4991,Z7824298441ST,,,,,,
1111-1111-1111-4992,Z7824298811ST,,,,,,
1111-1111-1111-4993,Z7824298931ST,,,,,,
1111-1111-1111-4994,Z7833228151ST,,,,,,
1111-1111-1111-4995,Z7833231531ST,,,,,,
1111-1111-1111-4996,Z7833261551ST,,,,,,
1111-1111-1111-4997,Z7833293991ST,,,,,,
1111-1111-1111-4998,Z7834234331ST,,,,,,
1111-1111-1111-4999,Z7834256941ST,,,,,,
1111-1111-1111-5000,Z7843243201ST,,,,,,
1111-1111-1111-5001,Z7843268511ST,,,,,,
1111-1111-1111-5002,Z7853253381ST,,,,,,
1111-1111-1111-5003,Z7853262281ST,,,,,,
1111-1111-1111-5004,Z7853296511ST,,,,,,
1111-1111-1111-5005,Z7863210371ST,,,,,,
1111-1111-1111-5006,Z7863230981ST,,,,,,
1111-1111-1111-5007,Z7863240131ST,,,,,,
1111-1111-1111-5008,Z7863253851ST,,,,,,
1111-1111-1111-5009,Z7863269081ST,,,,,,
1111-1111-1111-5010,Z7863285201ST,,,,,,
1111-1111-1111-5011,Z7903243451ST,,,,,,
1111-1111-1111-5012,Z7903265121ST,,,,,,
1111-1111-1111-5013,Z7904220901ST,,,,,,
1111-1111-1111-5014,Z7904245641ST,,,,,,
1111-1111-1111-5015,Z7913268041ST,,,,,,
1111-1111-1111-5016,Z7914253611ST,,,,,,
1111-1111-1111-5017,Z7914267791ST,,,,,,
1111-1111-1111-5018,Z7914268211ST,,,,,,
1111-1111-1111-5019,Z7923220411ST,,,,,,
1111-1111-1111-5020,Z7924234781ST,,,,,,
1111-1111-1111-5021,Z7924252711ST,,,,,,
1111-1111-1111-5022,Z7924259241ST,,,,,,
1111-1111-1111-5023,Z7924282121ST,,,,,,
1111-1111-1111-5024,Z7924285181ST,,,,,,
1111-1111-1111-5025,Z7933226811ST,,,,,,
1111-1111-1111-5026,Z7933234701ST,,,,,,
1111-1111-1111-5027,Z7933238141ST,,,,,,
1111-1111-1111-5028,Z7933240141ST,,,,,,
1111-1111-1111-5029,Z7933259901ST,,,,,,
1111-1111-1111-5030,Z7933264321ST,,,,,,
1111-1111-1111-5031,Z7933267911ST,,,,,,
1111-1111-1111-5032,Z7933279741ST,,,,,,
1111-1111-1111-5033,Z7934213571ST,,,,,,
1111-1111-1111-5034,Z7934239811ST,,,,,,
1111-1111-1111-5035,Z7934245101ST,,,,,,
1111-1111-1111-5036,Z7943237821ST,,,,,,
1111-1111-1111-5037,Z7943267351ST,,,,,,
1111-1111-1111-5038,Z7943290151ST,,,,,,
1111-1111-1111-5039,Z7943295641ST,,,,,,
1111-1111-1111-5040,Z7944226371ST,,,,,,
1111-1111-1111-5041,Z7944275441ST,,,,,,
1111-1111-1111-5042,Z7953214131ST,,,,,,
1111-1111-1111-5043,Z7953224861ST,,,,,,
1111-1111-1111-5044,Z7953235881ST,,,,,,
1111-1111-1111-5045,Z7953257281ST,,,,,,
1111-1111-1111-5046,Z7953261711ST,,,,,,
1111-1111-1111-5047,Z7953276351ST,,,,,,
1111-1111-1111-5048,Z7953276501ST,,,,,,
1111-1111-1111-5049,Z7963238201ST,,,,,,
1111-1111-1111-5050,Z7963244351ST,,,,,,
1111-1111-1111-5051,Z7963252811ST,,,,,,
1111-1111-1111-5052,Z7963256931ST,,,,,,
1111-1111-1111-5053,Z7963267181ST,,,,,,
1111-1111-1111-5054,Z7963274241ST,,,,,,
1111-1111-1111-5055,Z7963278441ST,,,,,,
1111-1111-1111-5056,Z7963283341ST,,,,,,
1111-1111-1111-5057,Z7963298451ST,,,,,,
1111-1111-1111-5058,Z8013211891ST,,,,,,
1111-1111-1111-5059,Z8013214661ST,,,,,,
1111-1111-1111-5060,Z8013250821ST,,,,,,
1111-1111-1111-5061,Z8013260451ST,,,,,,
1111-1111-1111-5062,Z8013266471ST,,,,,,
1111-1111-1111-5063,Z8014283461ST,,,,,,
1111-1111-1111-5064,Z8023232051ST,,,,,,
1111-1111-1111-5065,Z8023236601ST,,,,,,
1111-1111-1111-5066,Z8023258051ST,,,,,,
1111-1111-1111-5067,Z8033229231ST,,,,,,
1111-1111-1111-5068,Z8034242251ST,,,,,,
1111-1111-1111-5069,Z8034267671ST,,,,,,
1111-1111-1111-5070,Z8043230771ST,,,,,,
1111-1111-1111-5071,Z8043243881ST,,,,,,
1111-1111-1111-5072,Z8043256001ST,,,,,,
1111-1111-1111-5073,Z8043272731ST,,,,,,
1111-1111-1111-5074,Z8043277041ST,,,,,,
1111-1111-1111-5075,Z8043295861ST,,,,,,
1111-1111-1111-5076,Z8053218261ST,,,,,,
1111-1111-1111-5077,Z8053283141ST,,,,,,
1111-1111-1111-5078,Z8054211911ST,,,,,,
1111-1111-1111-5079,Z8054277031ST,,,,,,
1111-1111-1111-5080,Z8063234051ST,,,,,,
1111-1111-1111-5081,Z8063252681ST,,,,,,
1111-1111-1111-5082,Z8073246731ST,,,,,,
1111-1111-1111-5083,Z8104231181ST,,,,,,
1111-1111-1111-5084,Z8104267651ST,,,,,,
1111-1111-1111-5085,Z8104283771ST,,,,,,
1111-1111-1111-5086,Z8113211881ST,,,,,,
1111-1111-1111-5087,Z8113288321ST,,,,,,
1111-1111-1111-5088,Z8114226241ST,,,,,,
1111-1111-1111-5089,Z8114289301ST,,,,,,
1111-1111-1111-5090,Z8114291981ST,,,,,,
1111-1111-1111-5091,Z8123298461ST,,,,,,
1111-1111-1111-5092,Z8124266991ST,,,,,,
1111-1111-1111-5093,Z8133236861ST,,,,,,
1111-1111-1111-5094,Z8133239401ST,,,,,,
1111-1111-1111-5095,Z8134216611ST,,,,,,
1111-1111-1111-5096,Z8134223051ST,,,,,,
1111-1111-1111-5097,Z8143215931ST,,,,,,
1111-1111-1111-5098,Z8144244671ST,,,,,,
1111-1111-1111-5099,Z8153288771ST,,,,,,
1111-1111-1111-5100,Z8163262101ST,,,,,,
1111-1111-1111-5101,Z8173241271ST,,,,,,
1111-1111-1111-5102,Z8213225251ST,,,,,,
1111-1111-1111-5103,Z8213235731ST,,,,,,
1111-1111-1111-5104,Z8213245671ST,,,,,,
1111-1111-1111-5105,Z8213265351ST,,,,,,
1111-1111-1111-5106,Z8213276031ST,,,,,,
1111-1111-1111-5107,Z8213284281ST,,,,,,
1111-1111-1111-5108,Z8213294791ST,,,,,,
1111-1111-1111-5109,Z8214249151ST,,,,,,
1111-1111-1111-5110,Z8214266691ST,,,,,,
1111-1111-1111-5111,Z8214282561ST,,,,,,
1111-1111-1111-5112,Z8223219761ST,,,,,,
1111-1111-1111-5113,Z8224293641ST,,,,,,
1111-1111-1111-5114,Z8234226701ST,,,,,,
1111-1111-1111-5115,Z8234237551ST,,,,,,
1111-1111-1111-5116,Z8234264651ST,,,,,,
1111-1111-1111-5117,Z8243222791ST,,,,,,
1111-1111-1111-5118,Z8243252961ST,,,,,,
1111-1111-1111-5119,Z8243279941ST,,,,,,
1111-1111-1111-5120,Z8243293591ST,,,,,,
1111-1111-1111-5121,Z8244254021ST,,,,,,
1111-1111-1111-5122,Z8253226861ST,,,,,,
1111-1111-1111-5123,Z8253270321ST,,,,,,
1111-1111-1111-5124,Z8253278241ST,,,,,,
1111-1111-1111-5125,Z8253290261ST,,,,,,
1111-1111-1111-5126,Z8253292341ST,,,,,,
1111-1111-1111-5127,Z8263244731ST,,,,,,
1111-1111-1111-5128,Z8263272641ST,,,,,,
1111-1111-1111-5129,Z8273216811ST,,,,,,
1111-1111-1111-5130,Z8273229741ST,,,,,,
1111-1111-1111-5131,Z8273248831ST,,,,,,
1111-1111-1111-5132,Z8304221061ST,,,,,,
1111-1111-1111-5133,Z8313218561ST,,,,,,
1111-1111-1111-5134,Z8314216531ST,,,,,,
1111-1111-1111-5135,Z8323276891ST,,,,,,
1111-1111-1111-5136,Z8323289031ST,,,,,,
1111-1111-1111-5137,Z8333280821ST,,,,,,
1111-1111-1111-5138,Z8334213821ST,,,,,,
1111-1111-1111-5139,Z8334232011ST,,,,,,
1111-1111-1111-5140,Z8343226411ST,,,,,,
1111-1111-1111-5141,Z8344224451ST,,,,,,
1111-1111-1111-5142,Z8344252091ST,,,,,,
1111-1111-1111-5143,Z8344254191ST,,,,,,
1111-1111-1111-5144,Z8353212551ST,,,,,,
1111-1111-1111-5145,Z8353227431ST,,,,,,
1111-1111-1111-5146,Z8353232741ST,,,,,,
1111-1111-1111-5147,Z8353233311ST,,,,,,
1111-1111-1111-5148,Z8353236941ST,,,,,,
1111-1111-1111-5149,Z8353238411ST,,,,,,
1111-1111-1111-5150,Z8353244151ST,,,,,,
1111-1111-1111-5151,Z8353244511ST,,,,,,
1111-1111-1111-5152,Z8353262591ST,,,,,,
1111-1111-1111-5153,Z8353265391ST,,,,,,
1111-1111-1111-5154,Z8353272511ST,,,,,,
1111-1111-1111-5155,Z8353299921ST,,,,,,
1111-1111-1111-5156,Z8363276781ST,,,,,,
1111-1111-1111-5157,Z8363289021ST,,,,,,
1111-1111-1111-5158,Z8363299901ST,,,,,,
1111-1111-1111-5159,Z8373223541ST,,,,,,
1111-1111-1111-5160,Z8373228391ST,,,,,,
1111-1111-1111-5161,Z8404212881ST,,,,,,
1111-1111-1111-5162,Z8404271271ST,,,,,,
1111-1111-1111-5163,Z8404277491ST,,,,,,
1111-1111-1111-5164,Z8413220151ST,,,,,,
1111-1111-1111-5165,Z8413229221ST,,,,,,
1111-1111-1111-5166,Z8413230041ST,,,,,,
1111-1111-1111-5167,Z8413274601ST,,,,,,
1111-1111-1111-5168,Z8414230621ST,,,,,,
1111-1111-1111-5169,Z8414234621ST,,,,,,
1111-1111-1111-5170,Z8414256291ST,,,,,,
1111-1111-1111-5171,Z8423214011ST,,,,,,
1111-1111-1111-5172,Z8423264981ST,,,,,,
1111-1111-1111-5173,Z8424244731ST,,,,,,
1111-1111-1111-5174,Z8424298991ST,,,,,,
1111-1111-1111-5175,Z8434215021ST,,,,,,
1111-1111-1111-5176,Z8434216951ST,,,,,,
1111-1111-1111-5177,Z8434229281ST,,,,,,
1111-1111-1111-5178,Z8434241591ST,,,,,,
1111-1111-1111-5179,Z8434247881ST,,,,,,
1111-1111-1111-5180,Z8434274791ST,,,,,,
1111-1111-1111-5181,Z8434292851ST,,,,,,
1111-1111-1111-5182,Z8443289821ST,,,,,,
1111-1111-1111-5183,Z8444215071ST,,,,,,
1111-1111-1111-5184,Z8444247831ST,,,,,,
1111-1111-1111-5185,Z8444252941ST,,,,,,
1111-1111-1111-5186,Z8453241801ST,,,,,,
1111-1111-1111-5187,Z8453241981ST,,,,,,
1111-1111-1111-5188,Z8463211181ST,,,,,,
1111-1111-1111-5189,Z8463262811ST,,,,,,
1111-1111-1111-5190,Z8463276311ST,,,,,,
1111-1111-1111-5191,Z8463294831ST,,,,,,
1111-1111-1111-5192,Z8473222151ST,,,,,,
1111-1111-1111-5193,Z8473273031ST,,,,,,
1111-1111-1111-5194,Z8504223021ST,,,,,,
1111-1111-1111-5195,Z8504229261ST,,,,,,
1111-1111-1111-5196,Z8504230951ST,,,,,,
1111-1111-1111-5197,Z8504232911ST,,,,,,
1111-1111-1111-5198,Z8504234441ST,,,,,,
1111-1111-1111-5199,Z8504240401ST,,,,,,
1111-1111-1111-5200,Z8504250411ST,,,,,,
1111-1111-1111-5201,Z8504254511ST,,,,,,
1111-1111-1111-5202,Z8504268931ST,,,,,,
1111-1111-1111-5203,Z8504278911ST,,,,,,
1111-1111-1111-5204,Z8513220451ST,,,,,,
1111-1111-1111-5205,Z8513223901ST,,,,,,
1111-1111-1111-5206,Z8514230941ST,,,,,,
1111-1111-1111-5207,Z8514239291ST,,,,,,
1111-1111-1111-5208,Z8514245931ST,,,,,,
1111-1111-1111-5209,Z8514250061ST,,,,,,
1111-1111-1111-5210,Z8514261851ST,,,,,,
1111-1111-1111-5211,Z8514271991ST,,,,,,
1111-1111-1111-5212,Z8514282191ST,,,,,,
1111-1111-1111-5213,Z8514282371ST,,,,,,
1111-1111-1111-5214,Z8523238901ST,,,,,,
1111-1111-1111-5215,Z8523266221ST,,,,,,
1111-1111-1111-5216,Z8523268131ST,,,,,,
1111-1111-1111-5217,Z8524216611ST,,,,,,
1111-1111-1111-5218,Z8524242001ST,,,,,,
1111-1111-1111-5219,Z8524255191ST,,,,,,
1111-1111-1111-5220,Z8524257581ST,,,,,,
1111-1111-1111-5221,Z8533252251ST,,,,,,
1111-1111-1111-5222,Z8533263551ST,,,,,,
1111-1111-1111-5223,Z8533273581ST,,,,,,
1111-1111-1111-5224,Z8533294691ST,,,,,,
1111-1111-1111-5225,Z8534210901ST,,,,,,
1111-1111-1111-5226,Z8534212541ST,,,,,,
1111-1111-1111-5227,Z8534213101ST,,,,,,
1111-1111-1111-5228,Z8534216011ST,,,,,,
1111-1111-1111-5229,Z8534216771ST,,,,,,
1111-1111-1111-5230,Z8534217761ST,,,,,,
1111-1111-1111-5231,Z8534219171ST,,,,,,
1111-1111-1111-5232,Z8534219331ST,,,,,,
1111-1111-1111-5233,Z8534223501ST,,,,,,
1111-1111-1111-5234,Z8534223981ST,,,,,,
1111-1111-1111-5235,Z8534224541ST,,,,,,
1111-1111-1111-5236,Z8534226411ST,,,,,,
1111-1111-1111-5237,Z8534226661ST,,,,,,
1111-1111-1111-5238,Z8534227401ST,,,,,,
1111-1111-1111-5239,Z8534228351ST,,,,,,
1111-1111-1111-5240,Z8534229961ST,,,,,,
1111-1111-1111-5241,Z8534231941ST,,,,,,
1111-1111-1111-5242,Z8534232691ST,,,,,,
1111-1111-1111-5243,Z8534233681ST,,,,,,
1111-1111-1111-5244,Z8534234531ST,,,,,,
1111-1111-1111-5245,Z8534239341ST,,,,,,
1111-1111-1111-5246,Z8534239781ST,,,,,,
1111-1111-1111-5247,Z8534239911ST,,,,,,
1111-1111-1111-5248,Z8534240541ST,,,,,,
1111-1111-1111-5249,Z8534242041ST,,,,,,
1111-1111-1111-5250,Z8534242191ST,,,,,,
1111-1111-1111-5251,Z8534244921ST,,,,,,
1111-1111-1111-5252,Z8534245421ST,,,,,,
1111-1111-1111-5253,Z8534245781ST,,,,,,
1111-1111-1111-5254,Z8534247171ST,,,,,,
1111-1111-1111-5255,Z8534250831ST,,,,,,
1111-1111-1111-5256,Z8534252541ST,,,,,,
1111-1111-1111-5257,Z8534255871ST,,,,,,
1111-1111-1111-5258,Z8534257741ST,,,,,,
1111-1111-1111-5259,Z8534258431ST,,,,,,
1111-1111-1111-5260,Z8534258651ST,,,,,,
1111-1111-1111-5261,Z8534258781ST,,,,,,
1111-1111-1111-5262,Z8534261331ST,,,,,,
1111-1111-1111-5263,Z8534262171ST,,,,,,
1111-1111-1111-5264,Z8534263471ST,,,,,,
1111-1111-1111-5265,Z8534266861ST,,,,,,
1111-1111-1111-5266,Z8534269811ST,,,,,,
1111-1111-1111-5267,Z8534271731ST,,,,,,
1111-1111-1111-5268,Z8534271931ST,,,,,,
1111-1111-1111-5269,Z8534273951ST,,,,,,
1111-1111-1111-5270,Z8534276761ST,,,,,,
1111-1111-1111-5271,Z8534279071ST,,,,,,
1111-1111-1111-5272,Z8534282531ST,,,,,,
1111-1111-1111-5273,Z8534282891ST,,,,,,
1111-1111-1111-5274,Z8534284521ST,,,,,,
1111-1111-1111-5275,Z8534288481ST,,,,,,
1111-1111-1111-5276,Z8534288991ST,,,,,,
1111-1111-1111-5277,Z8534289851ST,,,,,,
1111-1111-1111-5278,Z8534291631ST,,,,,,
1111-1111-1111-5279,Z8534292821ST,,,,,,
1111-1111-1111-5280,Z8534293051ST,,,,,,
1111-1111-1111-5281,Z8534294211ST,,,,,,
1111-1111-1111-5282,Z8534299331ST,,,,,,
1111-1111-1111-5283,Z8544226351ST,,,,,,
1111-1111-1111-5284,Z8544230431ST,,,,,,
1111-1111-1111-5285,Z8544232331ST,,,,,,
1111-1111-1111-5286,Z8544233751ST,,,,,,
1111-1111-1111-5287,Z8544239181ST,,,,,,
1111-1111-1111-5288,Z8544240281ST,,,,,,
1111-1111-1111-5289,Z8544248921ST,,,,,,
1111-1111-1111-5290,Z8544256871ST,,,,,,
1111-1111-1111-5291,Z8544275731ST,,,,,,
1111-1111-1111-5292,Z8544286231ST,,,,,,
1111-1111-1111-5293,Z8553252741ST,,,,,,
1111-1111-1111-5294,Z8553270991ST,,,,,,
1111-1111-1111-5295,Z8563277521ST,,,,,,
1111-1111-1111-5296,Z8563284761ST,,,,,,
1111-1111-1111-5297,Z8573250571ST,,,,,,
1111-1111-1111-5298,Z8573271351ST,,,,,,
1111-1111-1111-5299,Z8604216841ST,,,,,,
1111-1111-1111-5300,Z8604234811ST,,,,,,
1111-1111-1111-5301,Z8604260301ST,,,,,,
1111-1111-1111-5302,Z8613259111ST,,,,,,
1111-1111-1111-5303,Z8613274881ST,,,,,,
1111-1111-1111-5304,Z8614212821ST,,,,,,
1111-1111-1111-5305,Z8614220151ST,,,,,,
1111-1111-1111-5306,Z8614259501ST,,,,,,
1111-1111-1111-5307,Z8614260071ST,,,,,,
1111-1111-1111-5308,Z8614272321ST,,,,,,
1111-1111-1111-5309,Z8614276591ST,,,,,,
1111-1111-1111-5310,Z8614282151ST,,,,,,
1111-1111-1111-5311,Z8614285611ST,,,,,,
1111-1111-1111-5312,Z8614292041ST,,,,,,
1111-1111-1111-5313,Z8614295541ST,,,,,,
1111-1111-1111-5314,Z8623292791ST,,,,,,
1111-1111-1111-5315,Z8624211261ST,,,,,,
1111-1111-1111-5316,Z8624228911ST,,,,,,
1111-1111-1111-5317,Z8624231261ST,,,,,,
1111-1111-1111-5318,Z8624242531ST,,,,,,
1111-1111-1111-5319,Z8624258691ST,,,,,,
1111-1111-1111-5320,Z8624270831ST,,,,,,
1111-1111-1111-5321,Z8624275151ST,,,,,,
1111-1111-1111-5322,Z8624280571ST,,,,,,
1111-1111-1111-5323,Z8624292841ST,,,,,,
1111-1111-1111-5324,Z8624296581ST,,,,,,
1111-1111-1111-5325,Z8633212861ST,,,,,,
1111-1111-1111-5326,Z8634215391ST,,,,,,
1111-1111-1111-5327,Z8634217101ST,,,,,,
1111-1111-1111-5328,Z8634232631ST,,,,,,
1111-1111-1111-5329,Z8634236941ST,,,,,,
1111-1111-1111-5330,Z8634240131ST,,,,,,
1111-1111-1111-5331,Z8634259461ST,,,,,,
1111-1111-1111-5332,Z8634282061ST,,,,,,
1111-1111-1111-5333,Z8634292051ST,,,,,,
1111-1111-1111-5334,Z8644223541ST,,,,,,
1111-1111-1111-5335,Z8644223911ST,,,,,,
1111-1111-1111-5336,Z8644224341ST,,,,,,
1111-1111-1111-5337,Z8644233241ST,,,,,,
1111-1111-1111-5338,Z8644237451ST,,,,,,
1111-1111-1111-5339,Z8644238291ST,,,,,,
1111-1111-1111-5340,Z8644240301ST,,,,,,
1111-1111-1111-5341,Z8644241051ST,,,,,,
1111-1111-1111-5342,Z8644244811ST,,,,,,
1111-1111-1111-5343,Z8644252051ST,,,,,,
1111-1111-1111-5344,Z8644253051ST,,,,,,
1111-1111-1111-5345,Z8644270691ST,,,,,,
1111-1111-1111-5346,Z8644271751ST,,,,,,
1111-1111-1111-5347,Z8644281941ST,,,,,,
1111-1111-1111-5348,Z8644282711ST,,,,,,
1111-1111-1111-5349,Z8644282891ST,,,,,,
1111-1111-1111-5350,Z8644284481ST,,,,,,
1111-1111-1111-5351,Z8644292141ST,,,,,,
1111-1111-1111-5352,Z8644294941ST,,,,,,
1111-1111-1111-5353,Z8644295211ST,,,,,,
1111-1111-1111-5354,Z8653282891ST,,,,,,
1111-1111-1111-5355,Z8663246801ST,,,,,,
1111-1111-1111-5356,Z8663272421ST,,,,,,
1111-1111-1111-5357,Z8704227361ST,,,,,,
1111-1111-1111-5358,Z8704268171ST,,,,,,
1111-1111-1111-5359,Z8713299421ST,,,,,,
1111-1111-1111-5360,Z8714212211ST,,,,,,
1111-1111-1111-5361,Z8714212861ST,,,,,,
1111-1111-1111-5362,Z8714213281ST,,,,,,
1111-1111-1111-5363,Z8714213981ST,,,,,,
1111-1111-1111-5364,Z8714214871ST,,,,,,
1111-1111-1111-5365,Z8714217621ST,,,,,,
1111-1111-1111-5366,Z8714217671ST,,,,,,
1111-1111-1111-5367,Z8714220651ST,,,,,,
1111-1111-1111-5368,Z8714220691ST,,,,,,
1111-1111-1111-5369,Z8714221731ST,,,,,,
1111-1111-1111-5370,Z8714221991ST,,,,,,
1111-1111-1111-5371,Z8714222301ST,,,,,,
1111-1111-1111-5372,Z8714237461ST,,,,,,
1111-1111-1111-5373,Z8714238341ST,,,,,,
1111-1111-1111-5374,Z8714239201ST,,,,,,
1111-1111-1111-5375,Z8714246791ST,,,,,,
1111-1111-1111-5376,Z8714247091ST,,,,,,
1111-1111-1111-5377,Z8714249101ST,,,,,,
1111-1111-1111-5378,Z8714249731ST,,,,,,
1111-1111-1111-5379,Z8714253701ST,,,,,,
1111-1111-1111-5380,Z8714254191ST,,,,,,
1111-1111-1111-5381,Z8714255491ST,,,,,,
1111-1111-1111-5382,Z8714258791ST,,,,,,
1111-1111-1111-5383,Z8714260691ST,,,,,,
1111-1111-1111-5384,Z8714270021ST,,,,,,
1111-1111-1111-5385,Z8714270621ST,,,,,,
1111-1111-1111-5386,Z8714272871ST,,,,,,
1111-1111-1111-5387,Z8714273341ST,,,,,,
1111-1111-1111-5388,Z8714275191ST,,,,,,
1111-1111-1111-5389,Z8714275881ST,,,,,,
1111-1111-1111-5390,Z8714276551ST,,,,,,
1111-1111-1111-5391,Z8714278821ST,,,,,,
1111-1111-1111-5392,Z8714278931ST,,,,,,
1111-1111-1111-5393,Z8714279591ST,,,,,,
1111-1111-1111-5394,Z8714282971ST,,,,,,
1111-1111-1111-5395,Z8714283071ST,,,,,,
1111-1111-1111-5396,Z8714285561ST,,,,,,
1111-1111-1111-5397,Z8714296201ST,,,,,,
1111-1111-1111-5398,Z8714296691ST,,,,,,
1111-1111-1111-5399,Z8714297011ST,,,,,,
1111-1111-1111-5400,Z8714299471ST,,,,,,
1111-1111-1111-5401,Z8724210571ST,,,,,,
1111-1111-1111-5402,Z8724211381ST,,,,,,
1111-1111-1111-5403,Z8724215581ST,,,,,,
1111-1111-1111-5404,Z8724216571ST,,,,,,
1111-1111-1111-5405,Z8724216781ST,,,,,,
1111-1111-1111-5406,Z8724217701ST,,,,,,
1111-1111-1111-5407,Z8724222581ST,,,,,,
1111-1111-1111-5408,Z8724222971ST,,,,,,
1111-1111-1111-5409,Z8724227351ST,,,,,,
1111-1111-1111-5410,Z8724236031ST,,,,,,
1111-1111-1111-5411,Z8724237251ST,,,,,,
1111-1111-1111-5412,Z8724238961ST,,,,,,
1111-1111-1111-5413,Z8724243641ST,,,,,,
1111-1111-1111-5414,Z8724244341ST,,,,,,
1111-1111-1111-5415,Z8724244351ST,,,,,,
1111-1111-1111-5416,Z8724250341ST,,,,,,
1111-1111-1111-5417,Z8724252841ST,,,,,,
1111-1111-1111-5418,Z8724255751ST,,,,,,
1111-1111-1111-5419,Z8724260141ST,,,,,,
1111-1111-1111-5420,Z8724261031ST,,,,,,
1111-1111-1111-5421,Z8724262241ST,,,,,,
1111-1111-1111-5422,Z8724265761ST,,,,,,
1111-1111-1111-5423,Z8724270361ST,,,,,,
1111-1111-1111-5424,Z8724273881ST,,,,,,
1111-1111-1111-5425,Z8724280841ST,,,,,,
1111-1111-1111-5426,Z8724282251ST,,,,,,
1111-1111-1111-5427,Z8724291841ST,,,,,,
1111-1111-1111-5428,Z8724292981ST,,,,,,
1111-1111-1111-5429,Z8724295841ST,,,,,,
1111-1111-1111-5430,Z8724298831ST,,,,,,
1111-1111-1111-5431,Z8733210371ST,,,,,,
1111-1111-1111-5432,Z8733213521ST,,,,,,
1111-1111-1111-5433,Z8733237971ST,,,,,,
1111-1111-1111-5434,Z8733259671ST,,,,,,
1111-1111-1111-5435,Z8733299671ST,,,,,,
1111-1111-1111-5436,Z8734299091ST,,,,,,
1111-1111-1111-5437,Z8743217871ST,,,,,,
1111-1111-1111-5438,Z8743219381ST,,,,,,
1111-1111-1111-5439,Z8744211891ST,,,,,,
1111-1111-1111-5440,Z8744218661ST,,,,,,
1111-1111-1111-5441,Z8744221621ST,,,,,,
1111-1111-1111-5442,Z8744221861ST,,,,,,
